reclassification,decision_reason,house,coverage,report_date,report_title,source_group,source_file,source_ids,page,page_count,candidate_type,markets,applications,geographies,metrics,units,risk_flags,score,latest_reference_ids,unique_application_signals,selection_anchor_date,age_days,freshness
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,키움증권,LGES,2026-04-08,"1Q26 잠정 실적 리뷰 컨센서스 대비 매출은 상회, 영업이익은 하회",inbox,"키움증권_LG에너지솔루션_1Q26 잠정 실적 리뷰 컨센서스 대비 매출은 상회, 영업이익은 하회_20260408.pdf",2026-04-08_키움증권_LGES,1,3,시장·회사,EV|ESS,,북미|미국|유럽|중국,판매량|출하량|수요|점유율|YoY|CAPA,%|GWH|대,수주·계약,14,2026-07-31_키움증권_LGES,,2026-07-31,114,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,키움증권,LGES,2026-05-04,북미 ESS CAPA 역량에 주목할 필요,inbox,키움증권_LG에너지솔루션_북미 ESS CAPA 역량에 주목할 필요_20260504.pdf,2026-05-04_키움증권_LGES,1,7,시장·회사,EV|ESS,,북미|유럽|중국,판매량|YoY|CAPA,%|GWH,수주·계약,14,2026-07-31_키움증권_LGES,,2026-07-31,88,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,키움증권,LGES,2026-05-04,북미 ESS CAPA 역량에 주목할 필요,inbox,키움증권_LG에너지솔루션_북미 ESS CAPA 역량에 주목할 필요_20260504.pdf,2026-05-04_키움증권_LGES,3,7,시장·회사,ESS,,미국,판매량|출하량|CAPA,%|GWH,,14,2026-07-31_키움증권_LGES,,2026-07-31,88,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,키움증권,삼성SDI,2026-05-28,실적은 최악의 구간을 지나가는 시점,inbox,키움증권_삼성SDI_실적은 최악의 구간을 지나가는 시점_20260528.pdf,2026-05-28_키움증권_삼성SDI,1,4,시장,EV|ESS,UPS,미국|유럽,판매량|출하량|점유율|YoY|CAPA,%,수주·계약,13,2026-07-31_키움증권_삼성SDI,,2026-07-31,64,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,하나증권,SK온,2026-02-23,더 이상 정유 Up-Cycle에서 소외되지 않는다,inbox,하나증권_SK이노베이션_더 이상 정유 Up-Cycle에서 소외되지 않는다_20260223.pdf,2026-02-23_하나증권_SK온,1,5,시장,EV,,글로벌|북미|미국|유럽|한국,수요,%|GW,,13,2026-05-14_하나증권_SK온,,2026-07-31,158,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,하나증권,산업,2026-04-06,"Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등",inbox,"하나증권_전자장비와기기_Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등_20260406.pdf",2026-04-06_하나증권_산업,1,29,시장,EV|ESS,,글로벌|미국|유럽,설치량|수요|YoY,%|만대,,13,2026-06-08_하나증권_산업,,2026-07-31,116,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,하나증권,산업,2026-04-06,"Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등",inbox,"하나증권_전자장비와기기_Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등_20260406.pdf",2026-04-06_하나증권_산업,2,29,시장,EV|ESS,,글로벌|미국|유럽|중국,판매대수|설치량|수요|YoY,%|GWH|만대,,13,2026-06-08_하나증권_산업,,2026-07-31,116,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,하나증권,산업,2026-04-06,"Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등",inbox,"하나증권_전자장비와기기_Weekly 이배속  ESS 성장 지속, 기대감 없는 EV의 반등_20260406.pdf",2026-04-06_하나증권_산업,6,29,시장,EV|ESS,,글로벌|미국|유럽|중국,판매대수|설치량|수요|YoY,%|GWH|만대,,14,2026-06-08_하나증권_산업,,2026-07-31,116,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,하나증권,LGES,2026-04-08,EV 부진 지속,inbox,하나증권_LG에너지솔루션_EV 부진 지속_20260408.pdf,2026-04-08_하나증권_LGES,1,4,시장·회사,EV|ESS,,북미|미국,출하량|수요|용량|YoY|CAPA,%|GWH|만대,,13,2026-07-31_하나증권_LGES,,2026-07-31,114,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,하나증권,LGES,2026-05-04,주가 하방 압력 제한적,inbox,하나증권_LG에너지솔루션_주가 하방 압력 제한적_20260504.pdf,2026-05-04_하나증권_LGES,1,4,시장,EV|ESS,,북미|미국,생산량|YoY|CAPA,%,수주·계약,13,2026-07-31_하나증권_LGES,,2026-07-31,88,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,한화투자증권,LGES,2026-03-24,미국 ESS와 유럽 IAA로 회복 가시성 증가,inbox,한화투자증권_LG에너지솔루션_미국 ESS와 유럽 IAA로 회복 가시성 증가_20260324.pdf,2026-03-24_한화투자증권_LGES,1,3,시장·회사,EV|ESS,,미국|유럽|중국,출하량|수요|CAPA,%|GWH,수주·계약,13,2026-05-04_한화투자증권_LGES,,2026-07-31,129,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,한화투자증권,LGES,2026-04-08,1Q26 잠정실적 코멘트 - EV 부진을 ESS로 빠르게 메우는 중,inbox,한화투자증권_LG에너지솔루션_1Q26 잠정실적 코멘트 - EV 부진을 ESS로 빠르게 메우는 중_20260408.pdf,2026-04-08_한화투자증권_LGES,1,4,시장·회사,EV|ESS,,글로벌|미국|유럽|중국,출하량|수요,%|GWH,,14,2026-05-04_한화투자증권_LGES,,2026-07-31,114,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2023-09-12,배터리 World War,inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,19,136,시장·회사,EV,,글로벌|북미|미국|유럽|중국|한국,판매량|출하량|침투율|점유율|성장률|YoY,%|GWH,,13,,,2026-07-31,1053,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2023-09-12,배터리 World War,inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,48,136,시장·회사,EV,,글로벌|북미|미국|유럽|중국,판매량|출하량|침투율|점유율|YoY,%|GWH|만대,,13,,,2026-07-31,1053,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2023-09-12,배터리 World War,inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,58,136,시장·회사,EV,,북미,판매량|출하량|YoY,%|GWH|MWH,,14,,,2026-07-31,1053,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2023-09-12,배터리 World War,inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,68,136,시장·회사,EV,,글로벌|미국|유럽|중국|한국,판매량|출하량|침투율,%|GWH,,13,,,2026-07-31,1053,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2023-09-12,배터리 World War,inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,84,136,시장,EV,,글로벌|북미|미국|유럽|중국,출하량|수요|점유율|YoY|CAPA,%,수주·계약,13,,,2026-07-31,1053,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2023-09-12,배터리 World War,inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,90,136,시장·회사,EV|ESS,,유럽,생산능력|수요|YoY|CAPA,%|GWH,,14,,,2026-07-31,1053,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2023-09-12,배터리 World War,inbox,IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,2023-09-12_IBK투자증권_산업,100,136,시장,EV|ESS,,글로벌,출하량|수요|침투율|YoY|CAPA,%,수주·계약,13,,,2026-07-31,1053,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,3,116,시장·회사,EV,,글로벌|북미|미국|유럽|중국|한국,판매량|출하량|용량|점유율|CAPA,%|GWH|만대,수주·계약,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,4,116,시장·회사,EV,,북미,판매량|생산량|생산능력|수요|침투율|CAPA,%|GWH,,14,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,5,116,시장·회사,EV,,글로벌|미국|유럽|중국,판매량|출하량|YoY,%|GWH,,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,14,116,시장·회사,EV,,글로벌|북미|유럽|중국|한국,출하량|점유율|YoY,%|GWH|MWH,,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,15,116,시장·회사,EV,,글로벌|유럽|중국,판매량|출하량|점유율|YoY,%|GWH|MWH,,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,16,116,시장·회사,EV,,유럽|중국,판매량|출하량|점유율,%|GWH,,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,38,116,시장·회사,EV,,북미|미국|유럽,판매량|생산량|생산능력|CAPA,%|GWH|만대,,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,42,116,시장·회사,EV,,글로벌|북미|미국,판매량|생산량|생산능력|수요|CAPA,%|GWH|만대,,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,65,116,시장·회사,EV,,북미|미국,판매량|용량|CAPA,%|GW|GWH|만대,,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,69,116,시장·회사,EV,,북미|미국|유럽|중국|한국,판매량|생산량|생산능력|CAPA,GWH,,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,82,116,시장·회사,EV,,북미|유럽,출하량|수요|YoY|CAPA,%|GWH,,14,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,87,116,시장·회사,EV|ESS,,북미|유럽,생산능력|수요|YoY|CAPA,%|GWH,,14,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,91,116,시장·회사,EV,,북미|유럽,출하량|생산량|수요|YoY,%|GWH|만대,,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,IBK투자증권,산업,2024-02-26,역대급 북미 배터리 설계사,inbox,IBK투자증권_전자장비와기기_역대급 북미 배터리 설계사_20240226.pdf,2024-02-26_IBK투자증권_산업,102,116,시장,EV,,북미|미국,출하량|수요|YoY,%,수주·계약,13,,,2026-07-31,886,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,SK증권,산업,2023-05-23,배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지),inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,26,142,시장,EV,,글로벌|미국|중국|한국,판매량|침투율|성장률,%,,13,,,2026-07-31,1165,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,SK증권,산업,2023-05-23,배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지),inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,50,142,시장·회사,EV,,글로벌|북미|유럽|중국|한국,출하량|수요|침투율|성장률|캐파,%|GWH,수주·계약,13,,,2026-07-31,1165,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,SK증권,산업,2023-05-23,배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지),inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,56,142,시장·회사,EV|ESS,,글로벌|북미|유럽|중국,출하량|수요|점유율|성장률|YoY,%|GWH,,13,,,2026-07-31,1165,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,SK증권,산업,2023-05-23,배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지),inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,61,142,시장·회사,EV|ESS,,글로벌|미국|유럽|중국|한국,출하량|수요|용량|침투율|캐파,%|GWH,수주·계약,14,,,2026-07-31,1165,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,SK증권,산업,2023-05-23,배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지),inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,69,142,시장·회사,EV|ESS,,글로벌|미국|중국,생산능력|수요|YoY|CAPA,%|GWH,,14,,,2026-07-31,1165,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,SK증권,산업,2025-11-24,[2026년 연간전망] ESS 배터리의 빛과 그림자,inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,2,25,시장,EV|ESS,데이터센터,글로벌|북미|미국|유럽|중국|한국,출하량|수요|점유율,%|GWH,,12,,,2026-07-31,249,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,SK증권,산업,2025-11-24,[2026년 연간전망] ESS 배터리의 빛과 그림자,inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,8,25,시장,EV|ESS,,글로벌|북미|미국|유럽|중국|한국,출하량|수요|점유율|성장률|YoY,%|대,,13,,,2026-07-31,249,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,SK증권,산업,2025-11-24,[2026년 연간전망] ESS 배터리의 빛과 그림자,inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,16,25,시장·회사,EV|ESS,,북미|한국,수요|캐파,%|GWH,,13,,,2026-07-31,249,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,iM증권,산업,2025-07-25,미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막),inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,4,20,시장,EV|ESS,데이터센터,북미|미국|유럽|중국|한국,수요|용량,GWH,,13,,,2026-07-31,371,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,iM증권,산업,2025-07-25,미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막),inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,5,20,시장·회사,ESS,,미국|중국|한국,출하량|용량|점유율,%|GWH,,13,,,2026-07-31,371,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,iM증권,산업,2025-07-25,미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막),inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,15,20,시장·회사,EV|ESS,상업·산업용(C&I),북미|미국|한국,판매량|수요|침투율,GWH,수주·계약,13,,,2026-07-31,371,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,다올투자증권,산업,2025-11-19,AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리,inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,3,45,시장,EV|ESS,데이터센터,미국|유럽|중국|한국,수요|용량,%|GW|GWH,,14,,,2026-07-31,254,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,다올투자증권,산업,2025-11-19,AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리,inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,4,45,시장·회사,ESS,데이터센터,미국|유럽,생산량|수요|용량,%|GW|GWH|MWH|TWH,,14,,,2026-07-31,254,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,다올투자증권,산업,2025-11-19,AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리,inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,7,45,시장,ESS,데이터센터,미국|한국,수요|용량,%|GW|TWH,,12,,,2026-07-31,254,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,다올투자증권,산업,2025-11-19,AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리,inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,11,45,시장·회사,ESS,데이터센터|Grid/Utility,글로벌|미국|유럽,생산능력|설치량|수요,%|GWH|MWH|TWH|대,수주·계약,14,,,2026-07-31,254,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,다올투자증권,산업,2025-11-19,AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리,inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,17,45,시장·회사,EV|ESS,,미국|중국|한국,생산능력|수요|용량,%|GWH|만대,,13,,,2026-07-31,254,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,다올투자증권,산업,2025-11-19,AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리,inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,25,45,시장·회사,EV|ESS,,글로벌|미국|유럽|중국,판매량|생산능력|수요,%|GWH|대,,14,,,2026-07-31,254,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,다올투자증권,산업,2025-11-19,AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리,inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,30,45,시장·회사,EV|ESS,,미국,생산능력|YoY,%|GWH,,13,,,2026-07-31,254,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,대신증권,산업,2023-07-06,K배터리 목표시총 400조,inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,25,120,시장·회사,EV,,북미,판매량|수요|침투율,%|GWH|만대,수주·계약,13,,,2026-07-31,1121,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,대신증권,산업,2023-07-06,K배터리 목표시총 400조,inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,26,120,시장·회사,EV,,글로벌|북미|미국,수요|sales,%|GWH,수주·계약,13,,,2026-07-31,1121,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,대신증권,산업,2023-07-06,K배터리 목표시총 400조,inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,29,120,시장·회사,EV,,북미,판매량|수요|점유율,%|GWH,,13,,,2026-07-31,1121,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,대신증권,산업,2023-07-06,K배터리 목표시총 400조,inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,43,120,시장·회사,EV,,북미|미국|유럽|중국|한국,점유율|캐파,%|GWH,,13,,,2026-07-31,1121,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,대신증권,산업,2023-07-06,K배터리 목표시총 400조,inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,44,120,시장·회사,EV,,글로벌|북미|한국,수요|점유율|캐파,%|GWH,,13,,,2026-07-31,1121,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,대신증권,산업,2023-07-06,K배터리 목표시총 400조,inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,58,120,시장·회사,EV|ESS,,글로벌|북미|미국|유럽|중국|한국,판매량|출하량|침투율|YoY|캐파,%|GWH,수주·계약,13,,,2026-07-31,1121,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,대신증권,산업,2023-07-06,K배터리 목표시총 400조,inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,65,120,시장·회사,EV,,글로벌|미국|유럽|중국|한국,판매량|출하량|침투율|YoY|캐파,%|GWH,수주·계약,13,,,2026-07-31,1121,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,대신증권,산업,2023-07-06,K배터리 목표시총 400조,inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,83,120,시장·회사,EV|ESS,,글로벌|미국|유럽|중국,판매량|출하량|침투율|YoY|캐파,%|GWH,수주·계약,13,,,2026-07-31,1121,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,삼성증권,산업,2025-03-21,"Beyond Chasm 로봇의 심장, 배터리",inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,2,79,시장,EV,데이터센터,글로벌|미국|중국|한국,수요|용량,%|GWH|만대,,14,,,2026-07-31,497,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,삼성증권,산업,2025-03-21,"Beyond Chasm 로봇의 심장, 배터리",inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,33,79,시장·회사,EV,,글로벌|미국|중국,판매량|생산능력,%|GWH,수주·계약,13,,,2026-07-31,497,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,삼성증권,산업,2025-03-21,"Beyond Chasm 로봇의 심장, 배터리",inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,34,79,시장·회사,EV|ESS,,북미|미국|유럽|중국|한국,판매량|수요|성장률,%|GWH,수주·계약,13,,,2026-07-31,497,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,삼성증권,산업,2025-03-21,"Beyond Chasm 로봇의 심장, 배터리",inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,44,79,시장,ESS,,한국,수요|캐파,%,,13,,,2026-07-31,497,1년 초과
연도 범위 제외,2026년 발간 리포트만 분석,삼성증권,산업,2025-10-23,2차전지 산업 분석 11편 - AI 데이터센터와 배터리,inbox,삼성증권_전자장비와기기_2차전지 산업 분석 11편 - AI 데이터센터와 배터리_20251023.pdf,2025-10-23_삼성증권_산업,4,39,시장,EV|ESS,데이터센터|Grid/Utility|UPS,북미|미국|한국,출하량|수요|용량|성장률|캐파,%|GWH,,12,,,2026-07-31,281,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,삼성증권,산업,2025-10-23,2차전지 산업 분석 11편 - AI 데이터센터와 배터리,inbox,삼성증권_전자장비와기기_2차전지 산업 분석 11편 - AI 데이터센터와 배터리_20251023.pdf,2025-10-23_삼성증권_산업,14,39,시장,ESS,데이터센터|Grid/Utility|UPS,한국,수요|용량,%|GW|MW|MWH,,14,,,2026-07-31,281,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,삼성증권,산업,2025-10-23,2차전지 산업 분석 11편 - AI 데이터센터와 배터리,inbox,삼성증권_전자장비와기기_2차전지 산업 분석 11편 - AI 데이터센터와 배터리_20251023.pdf,2025-10-23_삼성증권_산업,18,39,시장·회사,EV|ESS,데이터센터|Grid/Utility|상업·산업용(C&I)|UPS,북미|미국|중국|한국,수요|용량|캐파,%|GWH|MWH,,15,,,2026-07-31,281,최근 1년
연도 범위 제외,2026년 발간 리포트만 분석,삼성증권,산업,2025-10-23,2차전지 산업 분석 11편 - AI 데이터센터와 배터리,inbox,삼성증권_전자장비와기기_2차전지 산업 분석 11편 - AI 데이터센터와 배터리_20251023.pdf,2025-10-23_삼성증권_산업,22,39,시장·회사,EV|ESS,,미국,판매량|수요,%|GWH,,13,,,2026-07-31,281,최근 1년
