reclassification,decision_reason,house,coverage,report_date,report_title,source_group,source_file,source_ids,page,page_count,candidate_type,markets,applications,geographies,metrics,units,risk_flags,score,latest_reference_ids,unique_application_signals,selection_anchor_date,age_days,freshness
최신 유효,하나증권·산업의 2026년 최신 ESS/EV 자료,하나증권,산업,2026-06-08,배터리 투자자가 준비해야 하는 3가지,inbox,하나증권_전자장비와기기_배터리 투자자가 준비해야 하는 3가지_20260608.pdf,2026-06-08_하나증권_산업,7,30,시장,ESS,Grid/Utility,글로벌|미국|유럽|중국,설치량|YoY,%|GWH,,12,2026-06-08_하나증권_산업,,2026-07-31,53,최근 1년
최신 유효,하나증권·산업의 2026년 최신 ESS/EV 자료,하나증권,산업,2026-06-08,배터리 투자자가 준비해야 하는 3가지,inbox,하나증권_전자장비와기기_배터리 투자자가 준비해야 하는 3가지_20260608.pdf,2026-06-08_하나증권_산업,13,30,시장,EV,,미국,판매량|판매대수|침투율|YoY,%|대|만대,,13,2026-06-08_하나증권_산업,,2026-07-31,53,최근 1년
최신 유효,하나증권·LGES의 2026년 최신 ESS/EV 자료,하나증권,LGES,2026-07-31,하반기 강한 증익 모멘텀,inbox,하나증권_LG에너지솔루션_하반기 강한 증익 모멘텀_20260731.pdf,2026-07-31_하나증권_LGES,1,4,시장,EV|ESS,,북미|미국|유럽,출하량|생산량|YoY,%,,13,2026-07-31_하나증권_LGES,,2026-07-31,0,최근 1년
최신 유효,한화투자증권·삼성SDI의 2026년 최신 ESS/EV 자료,한화투자증권,삼성SDI,2026-03-24,"EV 공백 메우는 ESS, IAA 수혜로 더해지는 기대감",inbox,"한화투자증권_삼성SDI_EV 공백 메우는 ESS, IAA 수혜로 더해지는 기대감_20260324.pdf",2026-03-24_한화투자증권_삼성SDI,1,3,시장·회사,EV|ESS,,미국|유럽|중국,출하량|수요|점유율|CAPA,%|GWH,,14,2026-03-24_한화투자증권_삼성SDI,,2026-07-31,129,최근 1년
최신 유효,한화투자증권·LGES의 2026년 최신 ESS/EV 자료,한화투자증권,LGES,2026-05-04,"ESS의 가파른 성장과 46-Series 가세, 확실한 턴어라운드 진입",inbox,"한화투자증권_LG에너지솔루션_ESS의 가파른 성장과 46-Series 가세, 확실한 턴어라운드 진입_20260504.pdf",2026-05-04_한화투자증권_LGES,1,5,시장,EV|ESS,,유럽|중국,출하량|수요,%,수주·계약,13,2026-05-04_한화투자증권_LGES,,2026-07-31,88,최근 1년
최신 유효,흥국증권·삼성SDI의 2026년 최신 ESS/EV 자료,흥국증권,삼성SDI,2026-04-08,ESS 생산 체제 안정화,inbox,흥국증권_삼성SDI_ESS 생산 체제 안정화_20260408.pdf,2026-04-08_흥국증권_삼성SDI,1,5,시장,EV|ESS,,북미|미국|유럽|중국,판매량|수요|YoY,%,,13,2026-04-08_흥국증권_삼성SDI,,2026-07-31,114,최근 1년
추가 검토,최신 자료에 없는 Application 신호: 데이터센터,KB증권,LGES,2026-02-26,2026년 미국 사업 ESS가 EV 미국 출하량 뛰어넘을 것,inbox,KB증권_LG에너지솔루션_2026년 미국 사업 ESS가 EV 미국 출하량 뛰어넘을 것_20260226.pdf,2026-02-26_KB증권_LGES,3,9,시장,ESS,데이터센터|Grid/Utility,미국,설치량|수요|YoY,%|GW|GWH|MW|MWH,,14,2026-07-30_KB증권_LGES,데이터센터,2026-07-31,155,최근 1년
추가 검토,"최신 자료에 없는 Application 신호: Grid/Utility, 데이터센터",LS증권,삼성SDI,2026-05-12,상대적으로 양호한 포지션 대비 높은 가격,inbox,LS증권_삼성SDI_상대적으로 양호한 포지션 대비 높은 가격_20260512.pdf,2026-05-12_LS증권_삼성SDI,1,4,시장,EV|ESS,데이터센터|Grid/Utility|UPS,미국|유럽,수요|YoY,%,,13,2026-07-31_LS증권_삼성SDI,Grid/Utility|데이터센터,2026-07-31,80,최근 1년
추가 검토,최신 자료에 없는 Application 신호: 상업·산업용(C&I),LS증권,삼성SDI,2026-06-05,"4월 EV향 data, 역성장 지속 우려",inbox,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",2026-06-05_LS증권_삼성SDI,9,14,시장,EV,상업·산업용(C&I),중국,용량,GWH|MWH,,13,2026-07-31_LS증권_삼성SDI,상업·산업용(C&I),2026-07-31,56,최근 1년
추가 검토,최신 자료에 없는 Application 신호: 데이터센터,교보증권,LGES,2026-03-30,1Q26 Preview 컨센서스 소폭 하회,inbox,교보증권_LG에너지솔루션_1Q26 Preview 컨센서스 소폭 하회_20260330.pdf,2026-03-30_교보증권_LGES,1,4,시장,EV|ESS,데이터센터,북미,수요|YoY,%,,13,2026-05-04_교보증권_LGES,데이터센터,2026-07-31,123,최근 1년
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,,,25_4Q_Script,actuals,25_4Q_Script.pdf,,2,18,시장,EV|ESS,데이터센터,북미|미국|유럽|중국,출하량|수요|CAPA,%,,14,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,,,25_4Q_Script,actuals,25_4Q_Script.pdf,,6,18,시장·회사,EV|ESS,Grid/Utility|UPS,글로벌|북미|유럽|중국,수요|CAPA,GWH,수주·계약,13,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,,,25_4Q_Script,actuals,25_4Q_Script.pdf,,14,18,시장·회사,EV|ESS,,글로벌|북미,수요|캐파|CAPA,%|GWH,,13,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,,,25_2Q_Script,actuals,25_2Q_Script.pdf,,16,23,시장,EV|ESS,Grid/Utility,북미|미국|중국,수요,%,,12,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,2026_1Q_LGES,,26_1Q_Script,actuals,26_1Q_Script.pdf,2026_1Q_LGES,2,14,시장,EV|ESS,Grid/Utility,북미|유럽,출하량|수요|CAPA,%,,14,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,2026_1Q_LGES,,26_1Q_Script,actuals,26_1Q_Script.pdf,2026_1Q_LGES,5,14,시장,EV|ESS,데이터센터,북미|미국|유럽,수요|CAPA,%,수주·계약,14,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,2026_1Q_LGES,,26_1Q_Script,actuals,26_1Q_Script.pdf,2026_1Q_LGES,11,14,시장·회사,EV|ESS,데이터센터|Grid/Utility,북미|미국|유럽|중국,수요|용량|CAPA,%|GWH,,14,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,2026_1Q_LGES|LGES,,26_1Q_LGES_business_performance_F_KR,actuals,26_1Q_LGES_business_performance_F_KR.pdf,2026_1Q_LGES|LGES,9,16,시장·회사,EV|ESS,,북미|미국,수요|용량|CAPA,%|GWH,수주·계약,13,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,2026_2Q_LGES,,26_2Q_Script,actuals,26_2Q_Script.pdf,2026_2Q_LGES,2,11,시장,EV|ESS,,북미|유럽,출하량|수요|CAPA,%,,13,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,2026_2Q_LGES,,26_2Q_Script,actuals,26_2Q_Script.pdf,2026_2Q_LGES,4,11,시장,EV|ESS,데이터센터,북미|미국|유럽,수요|CAPA,%,수주·계약,13,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,LGES,,25_4Q_LGES_business_performance_F_KR,actuals,25_4Q_LGES_business_performance_F_KR.pdf,LGES,5,17,시장·회사,EV|ESS,,북미|중국,CAPA,%|GWH,수주·계약,13,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,LGES,,25_4Q_LGES_business_performance_F_KR,actuals,25_4Q_LGES_business_performance_F_KR.pdf,LGES,11,17,시장·회사,EV|ESS,Grid/Utility|UPS,글로벌|북미|유럽|중국,수요|CAPA,%|GWH,수주·계약,15,,,2026-07-31,,
회사공시 별도,증권사 하우스 선별 대상이 아니므로 회사 공시 트랙에서 별도 검토,회사공시,SK온|SK이노베이션,,SK이노베이션_실적발표_1Q25 국문_F,actuals,SK이노베이션_실적발표_1Q25 국문_F.pdf,SK온|SK이노베이션,4,19,시장·회사,EV,,미국,판매량,GWH|만대,수주·계약,11,,,2026-07-31,,
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,DB증권,LGES,2026-04-08,1Q26 잠정실적 AMPC가 매출로,inbox,DB증권_LG에너지솔루션_1Q26 잠정실적 AMPC가 매출로_20260408.pdf,2026-04-08_DB증권_LGES,1,3,시장·회사,EV|ESS,,북미|유럽,출하량|YoY|CAPA,%|GWH,,13,2026-07-31_DB증권_LGES,,2026-07-31,114,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,DB증권,LGES,2026-05-04,원통형 전지 활약에 주목,inbox,DB증권_LG에너지솔루션_원통형 전지 활약에 주목_20260504.pdf,2026-05-04_DB증권_LGES,1,4,시장·회사,EV|ESS,,북미|유럽,출하량|YoY,%|GWH,수주·계약,14,2026-07-31_DB증권_LGES,,2026-07-31,88,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,IBK투자증권,LGES,2026-04-08,1Q26 잠정 실적 코멘트,inbox,IBK투자증권_LG에너지솔루션_1Q26 잠정 실적 코멘트_20260408.pdf,2026-04-08_IBK투자증권_LGES,2,2,시장·회사,ESS,,북미,YoY|CAPA,%|GWH,,13,2026-07-31_IBK투자증권_LGES,,2026-07-31,114,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,IBK투자증권,LGES,2026-05-04,매 분기 성장 예정,inbox,IBK투자증권_LG에너지솔루션_매 분기 성장 예정_20260504.pdf,2026-05-04_IBK투자증권_LGES,1,6,시장·회사,EV|ESS,,글로벌|북미|미국|유럽|중국|한국,판매량|수요|YoY|CAPA,%|GWH,,13,2026-07-31_IBK투자증권_LGES,,2026-07-31,88,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,KB증권,LGES,2026-06-04,"투자포인트 ③ EV 정상화, ④ 2027년 FCF 흑자전환 시작",inbox,"KB증권_LG에너지솔루션_투자포인트 ③ EV 정상화, ④ 2027년 FCF 흑자전환 시작_20260604.pdf",2026-06-04_KB증권_LGES,1,10,시장·회사,EV|ESS,,미국|유럽,판매량|출하량|생산능력|침투율,%|GWH,수주·계약,13,2026-07-30_KB증권_LGES,,2026-07-31,57,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,KB증권,LGES,2026-06-18,1~5월 국내 EV 판매 +122% YoY 급등은 긍정적,inbox,KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,2026-06-18_KB증권_LGES,1,9,시장·회사,EV|ESS,,미국|한국,판매량|출하량|침투율|점유율|성장률|YoY,%|GWH|만대,수주·계약,13,2026-07-30_KB증권_LGES,,2026-07-31,43,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,KB증권,LGES,2026-06-18,1~5월 국내 EV 판매 +122% YoY 급등은 긍정적,inbox,KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,2026-06-18_KB증권_LGES,4,9,시장,EV,,미국|유럽|중국|한국,판매량|판매대수,%|대,,13,2026-07-30_KB증권_LGES,,2026-07-31,43,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,KB증권,LGES,2026-06-18,1~5월 국내 EV 판매 +122% YoY 급등은 긍정적,inbox,KB증권_LG에너지솔루션_1~5월 국내 EV 판매 +122% YoY 급등은 긍정적_20260618.pdf,2026-06-18_KB증권_LGES,6,9,시장·회사,EV|ESS,,중국,판매량|침투율|YoY,%|GWH,,13,2026-07-30_KB증권_LGES,,2026-07-31,43,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,KB증권,SK온,2026-06-18,"국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상",inbox,"KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf",2026-06-18_KB증권_SK온,1,12,시장·회사,EV,,글로벌|미국,판매량|출하량|침투율|점유율|성장률|YoY,%|GWH|만대,,13,2026-07-30_KB증권_SK온,,2026-07-31,43,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,KB증권,SK온,2026-06-18,"국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상",inbox,"KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf",2026-06-18_KB증권_SK온,4,12,시장,EV,,미국|유럽|중국|한국,판매량|판매대수,%|대,,13,2026-07-30_KB증권_SK온,,2026-07-31,43,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,KB증권,SK온,2026-06-18,"국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상",inbox,"KB증권_SK이노베이션_국내 EV 판매 호조로, 배터리 판매량 +5~10% 추가 예상_20260618.pdf",2026-06-18_KB증권_SK온,6,12,시장·회사,EV|ESS,,중국,판매량|판매대수|침투율|YoY,%|GWH,,13,2026-07-30_KB증권_SK온,,2026-07-31,43,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,LS증권,LGES,2026-05-12,낮아지는 눈높이,inbox,LS증권_LG에너지솔루션_낮아지는 눈높이_20260512.pdf,2026-05-12_LS증권_LGES,1,4,시장·회사,EV|ESS,Grid/Utility,북미|미국|유럽|중국,판매량|수요|CAPA,%|GWH,수주·계약,15,2026-06-02_LS증권_LGES,Grid/Utility,2026-07-31,80,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,LS증권,삼성SDI,2026-06-05,"4월 EV향 data, 역성장 지속 우려",inbox,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",2026-06-05_LS증권_삼성SDI,2,14,시장·회사,EV,,글로벌,판매량|성장률,%|GWH,,13,2026-07-31_LS증권_삼성SDI,,2026-07-31,56,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,LS증권,삼성SDI,2026-06-05,"4월 EV향 data, 역성장 지속 우려",inbox,"LS증권_삼성SDI_4월 EV향 data, 역성장 지속 우려_20260605.pdf",2026-06-05_LS증권_삼성SDI,3,14,시장·회사,EV,,글로벌,판매량|성장률,%|GWH,,13,2026-07-31_LS증권_삼성SDI,,2026-07-31,56,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,LS증권,SK온,2026-06-29,"파우치 Only 부메랑, WACC보다 낮은 ROIC",inbox,"LS증권_SK이노베이션_파우치 Only 부메랑, WACC보다 낮은 ROIC_20260629.pdf",2026-06-29_LS증권_SK온,10,16,시장,EV,,미국,수요|용량,GWH,,13,2026-07-31_LS증권_SK온,,2026-07-31,32,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,iM증권,LGES,2026-04-08,1Q26 저점으로 ESS 중심 실적 회복세 전망,inbox,iM증권_LG에너지솔루션_1Q26 저점으로 ESS 중심 실적 회복세 전망_20260408.pdf,2026-04-08_iM증권_LGES,1,6,시장·회사,EV|ESS,데이터센터|Grid/Utility,미국|유럽|중국,판매량|출하량|생산능력|수요|용량|YoY,%|GWH,수주·계약,15,2026-07-31_iM증권_LGES,Grid/Utility,2026-07-31,114,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,iM증권,LGES,2026-05-11,ESS 수주가 다 찼다,inbox,iM증권_LG에너지솔루션_ESS 수주가 다 찼다_20260511.pdf,2026-05-11_iM증권_LGES,1,6,시장,EV|ESS,데이터센터|Grid/Utility,미국,생산능력|수요|용량|YoY,%,수주·계약,13,2026-07-31_iM증권_LGES,Grid/Utility,2026-07-31,81,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,iM증권,LGES,2026-06-30,ESS의 가파른 성장세 본격화,inbox,iM증권_LG에너지솔루션_ESS의 가파른 성장세 본격화_20260630.pdf,2026-06-30_iM증권_LGES,1,7,시장·회사,EV|ESS,데이터센터|Grid/Utility,미국|유럽|중국,출하량|생산량|수요|용량|YoY,%|GWH,수주·계약,14,2026-07-31_iM증권_LGES,Grid/Utility,2026-07-31,31,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,iM증권,LGES,2026-06-30,ESS의 가파른 성장세 본격화,inbox,iM증권_LG에너지솔루션_ESS의 가파른 성장세 본격화_20260630.pdf,2026-06-30_iM증권_LGES,3,7,시장·회사,EV|ESS,데이터센터|UPS,미국|한국,출하량|수요|YoY|캐파,%|GWH,,14,2026-07-31_iM증권_LGES,,2026-07-31,31,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,iM증권,삼성SDI,2026-06-30,"밸류에이션 부담 완화, 비중 확대 시점",inbox,"iM증권_삼성SDI_밸류에이션 부담 완화, 비중 확대 시점_20260630.pdf",2026-06-30_iM증권_삼성SDI,1,6,시장·회사,EV|ESS,데이터센터|Grid/Utility,미국|유럽|중국,출하량|수요|용량|점유율|YoY,%|GWH,수주·계약,14,2026-07-31_iM증권_삼성SDI,Grid/Utility|데이터센터,2026-07-31,31,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,iM증권,삼성SDI,2026-06-30,"밸류에이션 부담 완화, 비중 확대 시점",inbox,"iM증권_삼성SDI_밸류에이션 부담 완화, 비중 확대 시점_20260630.pdf",2026-06-30_iM증권_삼성SDI,3,6,시장·회사,ESS,데이터센터|UPS,미국|한국,출하량|수요|캐파,%|GWH,,14,2026-07-31_iM증권_삼성SDI,,2026-07-31,31,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,메리츠증권,LGES,2026-04-08,1Q26P 잠정실적 발표,inbox,메리츠증권_LG에너지솔루션_1Q26P 잠정실적 발표_20260408.pdf,2026-04-08_메리츠증권_LGES,1,3,시장·회사,EV|ESS,,미국,판매량|출하량|침투율|점유율,%|GWH,,13,2026-07-31_메리츠증권_LGES,,2026-07-31,114,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,메리츠증권,LGES,2026-07-02,중대형 전지 부진은 고민거리,inbox,메리츠증권_LG에너지솔루션_중대형 전지 부진은 고민거리_20260702.pdf,2026-07-02_메리츠증권_LGES,1,6,시장·회사,EV|ESS,,미국|유럽|중국,판매량|수요|성장률,%|GWH,,13,2026-07-31_메리츠증권_LGES,,2026-07-31,29,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,삼성증권,삼성SDI,2026-03-11,연간 턴어라운드 기대 유효,inbox,삼성증권_삼성SDI_연간 턴어라운드 기대 유효_20260311.pdf,2026-03-11_삼성증권_삼성SDI,1,4,시장·회사,EV|ESS,데이터센터,북미,출하량|수요,%|GWH,수주·계약,15,2026-07-31_삼성증권_삼성SDI,데이터센터,2026-07-31,142,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,삼성증권,삼성SDI,2026-03-11,연간 턴어라운드 기대 유효,inbox,삼성증권_삼성SDI_연간 턴어라운드 기대 유효_20260311.pdf,2026-03-11_삼성증권_삼성SDI,3,4,시장,ESS,,한국,수요|캐파,%,,13,2026-07-31_삼성증권_삼성SDI,,2026-07-31,142,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,삼성증권,삼성SDI,2026-06-11,예상보다 빠른 3분기 흑자 전환 기대,inbox,삼성증권_삼성SDI_예상보다 빠른 3분기 흑자 전환 기대_20260611.pdf,2026-06-11_삼성증권_삼성SDI,3,6,시장·회사,EV|ESS,,한국,캐파,%|GWH,,13,2026-07-31_삼성증권_삼성SDI,,2026-07-31,50,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,삼성증권,LGES,2026-06-17,2H26 Outlook - 대규모 ESS 수주 본격화,inbox,삼성증권_LG에너지솔루션_2H26 Outlook - 대규모 ESS 수주 본격화_20260617.pdf,2026-06-17_삼성증권_LGES,1,7,시장·회사,EV|ESS,,북미|미국|유럽,판매량|수요,%|GWH,수주·계약,13,2026-07-30_삼성증권_LGES,,2026-07-31,44,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,상상인증권,삼성SDI,2026-04-07,"북미ESS 성장 반영, 중장기 이익전망 상향",inbox,"상상인증권_삼성SDI_북미ESS 성장 반영, 중장기 이익전망 상향_20260407.pdf",2026-04-07_상상인증권_삼성SDI,1,6,시장·회사,EV|ESS,,북미|미국|중국,출하량|생산능력|수요|YoY,%|GWH,,14,2026-05-08_상상인증권_삼성SDI,,2026-07-31,115,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,신영증권,LGES,2026-03-31,"하방은 제한적, ESS가 이끄는 2026년",inbox,"신영증권_LG에너지솔루션_하방은 제한적, ESS가 이끄는 2026년_20260331.pdf",2026-03-31_신영증권_LGES,1,5,시장·회사,EV|ESS,,북미,CAPA,%|GWH,수주·계약,13,2026-07-31_신영증권_LGES,,2026-07-31,122,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,신영증권,LGES,2026-04-08,1분기 잠정 실적 코멘트,inbox,신영증권_LG에너지솔루션_1분기 잠정 실적 코멘트_20260408.pdf,2026-04-08_신영증권_LGES,1,2,시장·회사,EV|ESS,,북미|미국|유럽|중국,CAPA,%|GWH,수주·계약,13,2026-07-31_신영증권_LGES,,2026-07-31,114,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,신영증권,LGES,2026-05-04,2분기부터 재차 증익 구간 진입,inbox,신영증권_LG에너지솔루션_2분기부터 재차 증익 구간 진입_20260504.pdf,2026-05-04_신영증권_LGES,1,6,시장·회사,EV|ESS,,북미|미국|유럽,판매량|CAPA,%|GWH,,14,2026-07-31_신영증권_LGES,,2026-07-31,88,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,신한투자증권,LGES,2026-04-02,우려보다 기대를,inbox,신한투자증권_LG에너지솔루션_우려보다 기대를_20260402.pdf,2026-04-02_신한투자증권_LGES,1,7,시장·회사,EV|ESS,,북미|미국|유럽,판매량|출하량|생산능력|수요|점유율|CAPA,%|GWH,,14,2026-07-31_신한투자증권_LGES,,2026-07-31,120,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,신한투자증권,LGES,2026-04-08,LG에너지솔루션 1Q26 잠정실적 발표,inbox,신한투자증권_LG에너지솔루션_LG에너지솔루션 1Q26 잠정실적 발표_20260408.pdf,2026-04-08_신한투자증권_LGES,1,2,시장·회사,EV|ESS,,북미,출하량|생산능력|수요|YoY,%|GWH,,14,2026-07-31_신한투자증권_LGES,,2026-07-31,114,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,신한투자증권,LGES,2026-05-04,1분기가 저점,inbox,신한투자증권_LG에너지솔루션_1분기가 저점_20260504.pdf,2026-05-04_신한투자증권_LGES,1,7,시장·회사,EV|ESS,,북미|미국|유럽,판매량|출하량|생산능력|설치량,%|GWH,수주·계약,14,2026-07-31_신한투자증권_LGES,,2026-07-31,88,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,유안타증권,LGES,2026-04-09,영업이익 기준 컨센서스 하회 실적 기록,inbox,유안타증권_LG에너지솔루션_영업이익 기준 컨센서스 하회 실적 기록_20260409.pdf,2026-04-09_유안타증권_LGES,1,3,시장·회사,EV|ESS,,북미|유럽,생산능력|수요,%|GWH,수주·계약,13,2026-05-06_유안타증권_LGES,,2026-07-31,113,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,유진투자증권,LGES,2026-05-06,ESS + 4680이 견인하는 실적,inbox,유진투자증권_LG에너지솔루션_ESS + 4680이 견인하는 실적_20260506.pdf,2026-05-06_유진투자증권_LGES,1,11,시장·회사,EV|ESS,,북미|유럽,출하량|수요|YoY|캐파,%|GWH,수주·계약,14,2026-07-31_유진투자증권_LGES,,2026-07-31,86,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,유진투자증권,LGES,2026-05-06,ESS + 4680이 견인하는 실적,inbox,유진투자증권_LG에너지솔루션_ESS + 4680이 견인하는 실적_20260506.pdf,2026-05-06_유진투자증권_LGES,3,11,시장·회사,EV|ESS,데이터센터|Grid/Utility,북미|유럽|중국,수요|CAPA,%|GWH,수주·계약,15,2026-07-31_유진투자증권_LGES,,2026-07-31,86,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,유진투자증권,SK온,2026-05-14,풀가동으로 전략 전환,inbox,유진투자증권_SK이노베이션_풀가동으로 전략 전환_20260514.pdf,2026-05-14_유진투자증권_SK온,1,8,시장·회사,EV,,글로벌|북미|유럽,판매량|YoY,%|GW|만대,,14,2026-07-31_유진투자증권_SK온,,2026-07-31,78,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,유진투자증권,SK온,2026-05-14,풀가동으로 전략 전환,inbox,유진투자증권_SK이노베이션_풀가동으로 전략 전환_20260514.pdf,2026-05-14_유진투자증권_SK온,4,8,시장,EV|ESS,,북미|유럽,판매량|YoY,%|만대,수주·계약,13,2026-07-31_유진투자증권_SK온,,2026-07-31,78,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체; 위험 신호 수주·계약,키움증권,LGES,2026-03-24,휴머노이드 배터리 공급 확대,inbox,키움증권_LG에너지솔루션_휴머노이드 배터리 공급 확대_20260324.pdf,2026-03-24_키움증권_LGES,1,4,시장·회사,EV|ESS,,글로벌|북미,수요|점유율|YoY|CAPA,%|GWH,수주·계약,13,2026-07-31_키움증권_LGES,,2026-07-31,129,최근 1년
중복·구형 제외,동일 하우스·시장·커버리지의 2026년 최신 자료로 대체,키움증권,LGES,2026-03-24,휴머노이드 배터리 공급 확대,inbox,키움증권_LG에너지솔루션_휴머노이드 배터리 공급 확대_20260324.pdf,2026-03-24_키움증권_LGES,3,4,시장·회사,ESS,,미국,판매량|출하량|CAPA,%|GWH,,14,2026-07-31_키움증권_LGES,,2026-07-31,129,최근 1년
