source_group,source_file,source_ids,page,page_count,legacy_covered,priority,selection_reason,candidate_type,markets,companies,ownership_signals,applications,geographies,metrics,company_metrics,units,risk_flags,score,visual_review_status
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,64,142,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|SK온,,,중국|한국,판매량|생산능력|설치량|수요|점유율|CAPA,판매량|생산능력|CAPA,%,,12,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,88,142,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|SK온,,,북미,침투율|CAPA,CAPA,%|대,수주·계약,12,대기
inbox,SK증권_전자장비와기기_배터리 패러다임의 변화 (feat. IT 탐방왕이 바라본 2차전지)_20230523.pdf,2023-05-23_SK증권_산업,110,142,N,P2,정량키워드,시장,EV,SK온,,,글로벌|한국,수요|성장률|YoY|CAPA,CAPA,%,수주·계약,12,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,2,25,N,P1,정량키워드,시장,EV|ESS,,,데이터센터,글로벌|북미|미국|유럽|중국|한국,출하량|수요|점유율,출하량,%|GWH,,12,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,4,25,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,글로벌|미국,출하량|성장률|캐파,출하량|캐파,GWH,,12,대기
inbox,SK증권_전자제품_[2026년 연간전망] ESS 배터리의 빛과 그림자_20251124.pdf,2025-11-24_SK증권_산업,5,25,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|SK온,,,글로벌|미국|한국,캐파,캐파,%|GWH,,12,대기
inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,13,20,N,P2,정량키워드,시장·회사,ESS,LG에너지솔루션|삼성SDI,,,미국|중국|한국,수요|점유율|캐파|CAPA,캐파|CAPA,GWH,수주·계약,12,대기
inbox,iM증권_전자장비와기기_미국 ESS 산업 구조 변화의 시작(한국 배터리 산업의 제2의 서막)_20250725.pdf,2025-07-25_iM증권_산업,17,20,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI,,,북미|미국|중국|한국,수요|점유율,,%,,12,대기
inbox,교보증권_LG에너지솔루션_1Q26 잠정실적_20260408.pdf,2026-04-08_교보증권_LGES,1,2,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,북미,수요|YoY,,%,,12,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,7,45,N,P1,정량키워드,시장,ESS,,,데이터센터,미국|한국,수요|용량,,%|GW|TWH,,12,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,13,45,N,P2,정량키워드,시장·회사,ESS,Tesla,,,미국|중국,출하량|생산능력,출하량|생산능력,GWH,,12,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,22,45,N,P2,정량키워드,시장,EV,Tesla,,,미국|유럽,수요|YoY,,%,,12,대기
inbox,다올투자증권_전자장비와기기_AI가 쏘아올린 ESS 시장의 개화와 한국의 배터리_20251119.pdf,2025-11-19_다올투자증권_산업,36,45,N,P2,정량키워드,시장,EV|ESS,삼성SDI,JV,,글로벌,캐파,캐파,%,,12,대기
inbox,대신증권_LG에너지솔루션_꽉 차 있는 수주 창고_20260506.pdf,2026-05-06_대신증권_LGES,5,8,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|Tesla,,,북미|미국|유럽|중국,캐파,캐파,%|GWH,,12,대기
inbox,대신증권_삼성SDI_안정성에 성장성까지!_20260506.pdf,2026-05-06_대신증권_삼성SDI,4,8,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|CATL,,,미국|유럽|중국,점유율,,%|GWH,,12,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,14,120,N,P2,정량키워드,시장·회사,EV,CATL|BYD|Tesla,,,글로벌|유럽|중국,판매량|캐파,판매량|캐파,%|GWH,,12,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,15,120,N,P2,정량키워드,시장·회사,EV,CATL|BYD|Tesla,,,중국,판매량,판매량,%|MWH,,12,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,27,120,N,P2,정량키워드,시장·회사,EV,Tesla,,,북미,판매량|수요|용량|침투율,판매량,%|GWH|만대,,12,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,28,120,N,P3,정량키워드,시장,EV,LG에너지솔루션|Panasonic|Tesla,JV,,북미|미국|유럽|중국|한국,점유율,,%|GWH,수주·계약,12,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,52,120,N,P2,정량키워드,시장,EV,LG에너지솔루션|CATL,,,북미|미국|유럽|중국,판매량|출하량|수요|YoY,판매량|출하량,%,,12,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,56,120,N,P2,정량키워드,시장,EV,LG에너지솔루션,,,북미|유럽,판매량|캐파,판매량|캐파,%,,12,대기
inbox,대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,2023-07-06_대신증권_산업,85,120,N,P2,정량키워드,시장,EV,SK온,,,북미|중국|한국,판매량|수요|YoY,판매량,%,수주·계약,12,대기
inbox,메리츠증권_LG에너지솔루션_기회 요인_20260504.pdf,2026-05-04_메리츠증권_LGES,1,6,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,북미,판매량|수요|점유율,판매량,%,,12,대기
inbox,미래에셋증권_LG에너지솔루션_EV도 회복 국면 진입_20260731.pdf,2026-07-31_미래에셋증권_LGES,1,5,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,글로벌|북미|유럽,출하량|수요|점유율|성장률,출하량,%,,12,대기
inbox,미래에셋증권_LG에너지솔루션_각형 전환 본격화. 46 원통형 선두 주자_20260526.pdf,2026-05-26_미래에셋증권_LGES,1,3,N,P3,정량키워드,시장,EV|ESS,LG에너지솔루션|Tesla,,,글로벌|북미|미국|유럽,수요|점유율|성장률|YoY,,%,수주·계약,12,대기
inbox,버핏연구소_삼성SDI_이차전지 최악 업황 지나고 ESS 쑥쑥_20260521.pdf,2026-05-21_버핏연구소_삼성SDI,4,9,N,P2,정량키워드,시장,EV,삼성SDI,,,한국,수요|YoY,,%,,12,대기
inbox,버핏연구소_삼성SDI_이차전지 최악 업황 지나고 ESS 쑥쑥_20260521.pdf,2026-05-21_버핏연구소_삼성SDI,5,9,N,P1,정량키워드,시장,EV|ESS,삼성SDI,,데이터센터|Grid/Utility,글로벌|미국|중국,수요,,%,,12,대기
inbox,삼성증권_LG에너지솔루션_1등은 로봇도 잘한다_20260311.pdf,2026-03-11_삼성증권_LGES,1,6,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션|Tesla,,,글로벌|미국|유럽|중국|한국,생산능력,생산능력,%|GWH,수주·계약,12,대기
inbox,삼성증권_LG에너지솔루션_2Q26 review - ESS 성장통에도 이익 개선세 유효_20260730.pdf,2026-07-30_삼성증권_LGES,1,9,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션,,,미국|유럽,판매량|수요,판매량,%,,12,대기
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,25,79,N,P2,정량키워드,시장,EV,LG에너지솔루션|삼성SDI|Panasonic|Tesla,,,글로벌|미국|중국|한국,용량,,%|대,,12,대기
inbox,"삼성증권_자동차_Beyond Chasm 로봇의 심장, 배터리_20250321.pdf",2025-03-21_삼성증권_산업,27,79,N,P2,정량키워드,시장,EV,Tesla,,,글로벌|미국|중국|한국,용량|점유율,,%,,12,대기
inbox,삼성증권_전자장비와기기_2차전지 산업 분석 11편 - AI 데이터센터와 배터리_20251023.pdf,2025-10-23_삼성증권_산업,4,39,N,P1,정량키워드,시장,EV|ESS,,,데이터센터|Grid/Utility|UPS,북미|미국|한국,출하량|수요|용량|성장률|캐파,출하량|캐파,%|GWH,,12,대기
inbox,삼성증권_전자장비와기기_2차전지 산업 분석 11편 - AI 데이터센터와 배터리_20251023.pdf,2025-10-23_삼성증권_산업,28,39,N,P2,정량키워드,시장,EV|ESS,삼성SDI,JV,,북미|미국|유럽,수요,,%,,12,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,3,74,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|CATL,,,북미|유럽|중국,수요|침투율|성장률,,%,,12,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,22,74,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|삼성SDI|CATL,JV,,글로벌|북미|미국|유럽|중국,판매대수|점유율,,%,,12,대기
inbox,상상인증권_자동차_2025년 연간 전망 완성차와 배터리에 기대할 수 있는 것_20241021.pdf,2024-10-21_상상인증권_산업,27,74,N,P2,정량키워드,시장,EV|ESS,CATL|BYD,,,글로벌|북미|미국|유럽|중국,점유율,,%|GWH,,12,대기
inbox,신영증권_LG에너지솔루션_2분기부터 재차 증익 구간 진입_20260504.pdf,2026-05-04_신영증권_LGES,2,6,N,P3,정량키워드,시장,EV|ESS,LG에너지솔루션|CATL,,,글로벌|북미|미국|유럽,YoY,,%|GWH,수주·계약,12,대기
inbox,신영증권_LG에너지솔루션_2분기부터 재차 증익 구간 진입_20260504.pdf,2026-05-04_신영증권_LGES,4,6,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,미국,판매량,판매량,%|GWH,,12,대기
inbox,신영증권_LG에너지솔루션_단기 눈높이는 낮춰도 방향성은 불변_20260731.pdf,2026-07-31_신영증권_LGES,3,5,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,미국,판매량,판매량,%|GWH,,12,대기
inbox,"신영증권_LG에너지솔루션_하방은 제한적, ESS가 이끄는 2026년_20260331.pdf",2026-03-31_신영증권_LGES,3,5,N,P2,정량키워드,시장·회사,EV|ESS,LG에너지솔루션,,,미국,판매량,판매량,%|GWH,,12,대기
inbox,신영증권_삼성SDI_황화물계 전고체 전지 시장 선점 효과 기대_20260325.pdf,2026-03-25_신영증권_삼성SDI,2,3,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,미국|유럽,YoY,,%|GWH,,12,대기
inbox,신한투자증권_LG에너지솔루션_1분기가 저점_20260504.pdf,2026-05-04_신한투자증권_LGES,3,7,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|Tesla,,,글로벌|북미,설치량,,%|MW,,12,대기
inbox,신한투자증권_LG에너지솔루션_늦어진 만큼 선명해진 회복_20260731.pdf,2026-07-31_신한투자증권_LGES,3,7,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|Tesla,,,글로벌|북미,설치량,,%|MW,,12,대기
inbox,신한투자증권_LG에너지솔루션_우려보다 기대를_20260402.pdf,2026-04-02_신한투자증권_LGES,3,7,N,P2,정량키워드,시장,EV|ESS,LG에너지솔루션|Tesla,,,글로벌|북미,설치량,,%|MW,,12,대기
inbox,신한투자증권_SK이노베이션_예견된 정유 호실적_20260514.pdf,2026-05-14_신한투자증권_SK온,1,7,N,P2,정량키워드,시장,EV|ESS,SK온,,,글로벌|미국|유럽,출하량|수요|점유율,출하량,%,수주·계약,12,대기
inbox,"신한투자증권_삼성SDI_흑자전환, 다음은 본업_20260731.pdf",2026-07-31_신한투자증권_삼성SDI,2,7,N,P2,정량키워드,시장,EV,삼성SDI,,,미국|유럽,점유율|YoY,,%,,12,대기
inbox,"신한투자증권_삼성SDI_흑자전환, 다음은 본업_20260731.pdf",2026-07-31_신한투자증권_삼성SDI,3,7,N,P2,정량키워드,시장,EV|ESS,삼성SDI,,,글로벌|북미,설치량,,%|MW,,12,대기
inbox,유안타증권_SK이노베이션_국민 에너지 기업으로 재평가 되어야…_20260522.pdf,2026-05-22_유안타증권_SK온,1,8,N,P2,정량키워드,시장,EV|ESS,SK온,,,글로벌|한국,수요,,%|GW,,12,대기
inbox,유안타증권_SK이노베이션_국민 에너지 기업으로 재평가 되어야…_20260522.pdf,2026-05-22_유안타증권_SK온,5,8,N,P2,정량키워드,회사,,SK온,JV,,미국|중국,생산량|CAPA,생산량|CAPA,%|GW,,12,대기
inbox,유안타증권_전자장비와기기_파고들다 II. 46시리즈와 전고체 배터리_20250402.pdf,2025-04-02_유안타증권_산업,45,60,N,P2,정량키워드,시장,EV,LG에너지솔루션|Tesla,,,글로벌|유럽|중국,판매량|수요|YoY,판매량,%,수주·계약,12,대기
inbox,유안타증권_전자장비와기기_파고들다 II. 46시리즈와 전고체 배터리_20250402.pdf,2025-04-02_유안타증권_산업,50,60,N,P3,정량키워드,시장,EV,Tesla,,,북미|미국,수요,,%|대,수주·계약,12,대기
inbox,유진투자증권_SK이노베이션_전쟁 수혜 + 배터리 보상금 반영_20260731.pdf,2026-07-31_유진투자증권_SK온,3,7,N,P2,정량키워드,시장·회사,EV|ESS,SK온,,,글로벌|미국,수요|캐파,캐파,GWH,수주·계약,12,대기
inbox,"유진투자증권_복합유틸리티_산업재 D(ata)PT - 「나트륨이온배터리, 게임체인저가 될 것인가」_20240520.pdf",2024-05-20_유진투자증권_산업,38,102,N,P2,정량키워드,시장,EV|ESS,삼성SDI|CATL|BYD|Northvolt,,,유럽|중국,수요|YoY,,%,,12,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,3,73,N,P1,정량키워드,시장,EV|ESS,,,BESS,미국|유럽|중국,설치량|수요|침투율,,%|GWH,,12,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,4,73,N,P1,정량키워드,시장,EV|ESS,,,BESS,미국|유럽,판매대수|YoY,,%|GWH,,12,채택
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,7,73,N,P1,정량키워드,시장,ESS,,,Grid/Utility|BESS,글로벌|유럽|중국|한국,설치량|설치용량|수요|용량,,%|GWH|MW|MWH,,12,보류
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,12,73,N,P1,정량키워드,시장,ESS,,,BESS,미국|중국,설치량|설치용량|수요|용량,,%|GWH,,12,채택
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,13,73,N,P1,정량키워드,시장,ESS,,,데이터센터|BESS,글로벌|미국|중국,수요|용량|capacity,capacity,%|GW|MW,,12,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,14,73,N,P1,정량키워드,시장,ESS,,,상업·산업용(C&I)|BESS,유럽,설치용량|용량,,%|GWH,,12,채택
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,30,73,N,P2,정량키워드,시장,EV,CATL|BYD,,,유럽|중국|한국,생산량|점유율|YoY,생산량,%,,12,대기
inbox,유진투자증권_전자장비와기기_2026 연간전망 2026년 희망의 K배터리 밸류체인_20251124.pdf,2025-11-24_유진투자증권_산업,34,73,N,P2,정량키워드,시장,EV,Tesla,,,북미|미국,판매대수|수요|성장률|YoY|sales,sales,%,,12,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,9,101,N,P1,정량키워드,시장,ESS,,,Grid/Utility|BESS,글로벌|미국|유럽|중국|한국,설치량|설치용량|수요|용량,,%|GWH|MWH,,12,채택
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,14,101,N,P1,정량키워드,시장,ESS,,,상업·산업용(C&I)|BESS,유럽,설치용량|용량,,%|GWH,,12,채택
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,15,101,N,P1,정량키워드,시장,ESS,,,데이터센터|BESS,미국|중국,설치용량|수요|용량,,%|GWH,,12,채택
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,28,101,N,P2,정량키워드,시장,EV,삼성SDI|Panasonic,JV,,,용량,,%|GWH|만대,,12,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,31,101,N,P2,정량키워드,시장·회사,EV,Panasonic,,,,생산능력|캐파|CAPA,생산능력|캐파|CAPA,GWH|MWH,,12,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,37,101,N,P1,정량키워드,시장·회사,EV|ESS,삼성SDI|CATL|BYD,,데이터센터|Grid/Utility|상업·산업용(C&I)|UPS,글로벌|미국|유럽|중국,캐파,캐파,GWH,수주·계약,12,보류
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,40,101,N,P2,정량키워드,시장,EV,Tesla,,,북미|미국,판매대수|YoY|sales,sales,%,,12,대기
inbox,유진투자증권_전자장비와기기_2H26 OUTLOOK 화려한 배터리 테마주 장세 시작_20260517.pdf,2026-05-17_유진투자증권_산업,50,101,N,P2,정량키워드,시장,EV,CATL|BYD,,,유럽|중국|한국,생산량|점유율|YoY,생산량,%,,12,대기
inbox,"키움증권_LG에너지솔루션_중장기 성장성 확인, 다만 단기 ESS 수익성 우려_20260731.pdf",2026-07-31_키움증권_LGES,4,8,N,P2,정량키워드,회사,,LG에너지솔루션,JV,,미국,판매량|CAPA,판매량|CAPA,%|GWH,,12,대기
inbox,"키움증권_삼성SDI_분기 흑자전환 달성, 실적 개선 속도는 점검 필요_20260731.pdf",2026-07-31_키움증권_삼성SDI,3,8,N,P2,정량키워드,시장,EV,삼성SDI,,,글로벌|북미|유럽|중국,판매량|YoY,판매량,%,,12,대기
inbox,하나증권_SK이노베이션_컨센 124% 상회. 연간 추정치 상향_20260731.pdf,2026-07-31_하나증권_SK온,1,5,N,P2,정량키워드,시장,EV,SK온,,,글로벌|한국,YoY|CAPA,CAPA,%,,12,대기
inbox,"하나증권_삼성SDI_Strong Buy, 하반기에도 흑자 지속 전망_20260731.pdf",2026-07-31_하나증권_삼성SDI,1,4,N,P2,정량키워드,시장,EV|ESS,삼성SDI,JV,,북미|미국|유럽,YoY,,%,,12,대기
inbox,하나증권_전자장비와기기_배터리 징비록_20250516.pdf,2025-05-16_하나증권_산업,4,57,N,P2,정량키워드,시장,EV,LG에너지솔루션|삼성SDI,,,글로벌|미국|유럽|중국|한국,점유율|YoY,,%,,12,대기
